BUDGET FISCAL YEAR,DEPARTMENT NAME,FUND NAME,ACCOUNT NAME,ADOPTED BUDGET AMOUNT,TOTAL EXPENDITURES,BUDGET CHANGE AMOUNT,BUDGET TRANSFER IN AMOUNT,BUDGET TRANSFER OUT AMOUNT,TOTAL BUDGET,ENCUMBRANCE AMOUNT,PRE-ENCUMBRANCE AMOUNT,BUDGET UNCOMMITTED AMOUNT,ACCOUNT GROUP NAME,FUND,ACCOUNT,DEPARTMENT
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,CARES ACT PROJECTS FUND,CHILDCARE REGIONAL RELIEF AND RECOVERY FUND,0.00,11500000.00,11500000.00,0.00,0.00,11500000.00,0.00,0.00,0.00,,63P,22T596,22
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",LAG BISULFITE FAC IMPROVEMENTS,1121000.00,555623.99,-565376.01,0.00,0.00,555623.99,0.00,0.00,0.00,,75R,50TE52,50
2021,INFORMATION TECHNOLOGY AGENCY,TELECOM LIQ DMGE &LOST FR FEES,GENERAL SERVICES,196235.00,174384.25,349701.85,0.00,0.00,545936.85,0.00,0.00,371552.60,,342,32140T,32
2021,NON-DEPARTMENTAL - WATER AND ELECTRICITY,GENERAL FUND (GENERAL BUDGET),STREET LIGHTING ASSESSMENTS,2500000.00,,0.00,0.00,0.00,2500000.00,1876000.00,0.00,624000.00,SPECIAL,100,000083,60
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,ATSAC MAINTENANCE - HUB RETROFIT,0.00,,1500000.00,0.00,0.00,1500000.00,0.00,0.00,1500000.00,,59V,50TVFX,50
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,HOUSING OPPOR FOR PERSON W/AID,CARES ACT - PROGRAM,0.00,,2439221.00,0.00,0.00,2439221.00,0.00,0.00,2439221.00,,569,43T911,43
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,FEDERAL EMERGENCY SHELTER GRNT,HACLA LANDLOAD INCENTIVES,0.00,,426000.00,0.00,0.00,426000.00,426000.00,0.00,0.00,,517,43TCV7,43
2021,MAYOR,FY16 JUSTICE ASSISTANCE GRANT FUND,CITY ATTORNEY,0.00,20033.95,20033.95,0.00,0.00,20033.95,0.00,0.00,0.00,,58W,46T112,46
2021,POLICE,U.S. TREASURY ASSET FORFEITURE,TECHNOLOGY,123706.00,,1310.00,0.00,0.00,125016.00,0.00,0.00,125016.00,SPECIAL,44E,70T515,70
2021,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,TRANSPORTATION TECHNOLOGY STRATEGY,625000.00,,-625000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,59C,94TV34,94
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB DEBT SERVICE FUND, REFUNDING SERIES 2015-A",INTEREST EXPENSE,0.00,541250.00,0.00,0.00,0.00,0.00,0.00,0.00,-541250.00,,W85,508210,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,INTEGRATED SOLID WASTE MGMT  D,ILLEGAL DISPOSAL SITE ABATEMENT GRANT,0.00,,500000.00,0.00,0.00,500000.00,0.00,0.00,500000.00,,556,50TMDS,50
2021,POLICE,US DEPT OF JUSTICE ASSET FORFE,CYBERSECURITY SERVICES,500000.00,,-500000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,44D,70T548,70
2021,WATER AND POWER,D17-02080 99TH STREET WELLS AMMONIATION STATION DEBT SVC,RETIREMENT OF PRINCIPAL,0.00,99635.50,0.00,0.00,0.00,0.00,0.00,0.00,-99635.50,,M2F,988110,98
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,PP NORTH YARD GENERATOR REPLACEMENT,0.00,350239.93,400000.00,0.00,0.00,400000.00,0.00,0.00,49760.07,,70W,50TFN2,50
2021,RECREATION AND PARKS - SPECIAL ACCOUNTS,MEASURE A PROJECTS AND PROGRAMS FUND,WOODBRIDGE PARK,0.00,,619000.00,0.00,0.00,619000.00,0.00,0.00,619000.00,,63T,89THHU,89
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,LA COUNTY LA RISE MEASURE H FUND,CITY ATTORNEY,0.00,,2000.00,0.00,0.00,2000.00,0.00,0.00,2000.00,,59N,22T112,22
2021,OFFICE OF FINANCE,GOB REFUNDNG SER2012A DEBT SER,GOB SER - INTEREST,4353225.00,4353225.00,0.00,0.00,0.00,4353225.00,0.00,0.00,0.00,,A71,398210,39
2021,POLICE,POLICE DEPT GRANT,REIMBURSEMENT OF GENERAL FUND COSTS,0.00,,202070.40,0.00,0.00,202070.40,0.00,0.00,202070.40,,339,70T299,70
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER B CONST FND,NOS REHAB U-13 FORNEY TO DUVAL,0.00,1241000.00,1317100.85,0.00,0.00,1317100.85,0.00,0.00,76100.85,,70X,50TACB,50
2021,CONTROLLER,FINANCE OF COUNCILMAN TRANSITI,ELECTED OFFICIAL TRANSITION EXPENSES,0.00,12300.00,12300.00,0.00,0.00,12300.00,0.00,0.00,0.00,,919,264000,26
2021,TRANSPORTATION,SPECIAL PARKING REVENUE,MISCELLANEOUS EQUIPMENT,60000.00,,-60000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,363,94T020,94
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSSRB DEBT SERVICE FD 2010-A,INTEREST EXPENSE,0.00,971750.00,0.00,0.00,0.00,0.00,0.00,0.00,-971750.00,,W63,508210,50
2021,MAYOR,FY20 CORONAVIRUS EMERGENCY SUPPLEMENTAL FUND,LAWA GRANT ALLOCATION,0.00,,775970.00,0.00,0.00,775970.00,0.00,0.00,775970.00,,63W,46T904,46
2021,CULTURAL AFFAIRS,CULTURAL AFFAIRS DEPT TRUST,WARNER GRAND THEATRE - RENTAL,0.00,,26394.00,0.00,0.00,26394.00,0.00,0.00,26394.00,,844,30014T,30
2021,MAYOR,FY16 CCTA GRANT FUND,FIRE,0.00,,46224.72,0.00,0.00,46224.72,0.00,0.00,46224.72,,60H,46T138,46
2021,NON-DEPARTMENTAL - GENERAL CITY PURPOSES,GENERAL FUND (GENERAL BUDGET),CD 7 COUNCIL FEE SUBSIDY ACCT,32700.00,,0.00,0.00,32700.00,0.00,0.00,0.00,0.00,SPECIAL,100,000864,56
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",ESR NOS PROGRAM,0.00,5359983.24,9507683.24,0.00,0.00,9507683.24,0.00,4147700.00,0.00,,75R,50TAJE,50
2021,TRANSPORTATION,GENERAL FUND (GENERAL BUDGET),CONSTRUCTION EXPENSE,4560.00,,0.00,0.00,3789.42,770.58,0.00,0.00,770.58,EXPENSES,100,003030,94
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,CELES KING III POOL REPLACEMENT 45TH PY,0.00,2000000.00,2000000.00,0.00,0.00,2000000.00,0.00,0.00,0.00,,205,88TCHC,88
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,DOL YOUTH REENTRY GRANT FUND,ECONOMIC AND WORKFORCE DEVELOPMENT,0.00,,12622.00,0.00,0.00,12622.00,0.00,0.00,12622.00,,59R,22T122,22
2021,CITY CLERK,SUNSHINE CYN COMMUNI AMENITIES,SUNSHINE CYN-BFI,0.00,,3274977.92,0.00,0.00,3274977.92,0.00,0.00,3274977.92,,699,140011,14
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,HWRP DIGESTER CORROSION REHAB,0.00,,551940.14,0.00,0.00,551940.14,0.00,0.00,551940.14,,70W,50TDW2,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,COMPLETE STREETS,0.00,,2400000.00,0.00,0.00,2400000.00,0.00,0.00,2400000.00,SPECIAL,59V,50TC90,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",SSRP T07 AVALON & LOMITA,1161000.00,59823.14,-1101176.86,0.00,0.00,59823.14,0.00,0.00,-0.00,,75R,50TAJC,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,DCT BERM IMPROVEMENTS,0.00,,2365000.00,0.00,0.00,2365000.00,0.00,0.00,2365000.00,,70W,50TJE9,50
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COVID-19 FEDERAL RELIEF FUND,HOUSING AND COMMUNITY INVESTMENT,0.00,525723.00,525723.00,0.00,0.00,525723.00,0.00,0.00,0.00,,63M,43T143,43
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSRB DEBT SERVICE FUND, REFUNDING SERIES 2015-C",INTEREST EXPENSE,0.00,2520875.00,0.00,0.00,0.00,0.00,0.00,0.00,-2520875.00,,W83,508210,50
2021,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,LED REPLACEMENT MODULES,2000000.00,,-2000000.00,0.00,0.00,0.00,0.00,0.00,0.00,,540,94TC05,94
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,GENERAL FUND- VARIOUS PROGRAM,INFORMATION TECHNOLOGY AGENCY,0.00,7149.43,7149.43,0.00,0.00,7149.43,0.00,0.00,0.00,,551,22T132,22
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB DEBT SERVICE FUND, REFUNDING SERIES 2013-A",INTEREST EXPENSE,0.00,6494625.00,0.00,0.00,0.00,0.00,0.00,0.00,-6494625.00,,W78,508210,50
2021,RECREATION AND PARKS - SPECIAL ACCOUNTS,MEASURE A PROJECTS AND PROGRAMS FUND,PARTHENIA PARK,0.00,,723400.00,0.00,0.00,723400.00,0.00,0.00,723400.00,,63T,89THHO,89
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",TIWRP DIGESTER GAS HIGH PRESSURE PIPE REPLACEMENT,0.00,2624.00,202624.00,0.00,0.00,202624.00,0.00,200000.00,0.00,,75R,50THBN,50
2021,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,BICYCLE PLAN/PROGRAM - OTHER,150000.00,,-150000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,540,94T482,94
2021,NEIGHBORHOOD EMPOWERMENT,DEPT OF NEIGHBORHOOD EMPOWERE,CONGRESS/BUDGET ADVOCACY ACCOUNT,39000.00,,-35250.00,0.00,0.00,3750.00,0.00,0.00,3750.00,SPECIAL,44B,47T220,47
2021,INFORMATION TECHNOLOGY AGENCY,GENERAL FUND (GENERAL BUDGET),TRAVEL,30000.00,,0.00,0.00,30000.00,0.00,0.00,0.00,0.00,EXPENSES,100,002130,32
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,SSRP T07 AVALON & LOMITA,0.00,,1076311.43,0.00,0.00,1076311.43,0.00,0.00,1076311.43,,70W,50TAJC,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STREET FURNITURE REVENUE FUND,COUNCIL,0.00,636403.00,636403.00,0.00,0.00,636403.00,0.00,0.00,0.00,,43D,50T128,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",NOS REHAB U-8 6TH ST TO 8TH ST RIGHT OF WAY,0.00,1253873.66,1253873.66,0.00,0.00,1253873.66,0.00,0.00,0.00,,75R,50TAG8,50
2021,POLICE,POLICE DEPT GRANT,2020-21 DLGP-USE OF FORCE & DE-ESCALATION,0.00,23000.00,48923.00,0.00,0.00,48923.00,0.00,0.00,25923.00,,339,70T554,70
2021,RECREATION AND PARKS - SPECIAL ACCOUNTS,MEASURE A PROJECTS AND PROGRAMS FUND,SYCAMORE GROVE PARK,0.00,,466100.00,0.00,0.00,466100.00,0.00,0.00,466100.00,,63T,89THHQ,89
2021,CITY ETHICS COMMISSION,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,0.00,9555.22,0.00,9600.00,0.00,9600.00,0.00,0.00,44.78,SALARIES AND BENEFITS,100,001090,17
2021,TRANSPORTATION,BICYCLE PLAN TRUST FUND,BICYCLE IMPROVEMENT CASE 16-44685,0.00,,75000.00,0.00,0.00,75000.00,0.00,0.00,75000.00,,55C,94TN23,94
2021,RECREATION AND PARKS,RECREATION AND PARKS,OTHER OPERATING EQUIPMENT,14000.00,,0.00,0.00,0.00,14000.00,12987.72,0.00,1012.28,EQUIPMENT,302,007350,88
2021,TRANSPORTATION,NEIGHBORHOOD TRAFFIC MGMT,TRANSPORTATION,0.00,30000.00,30000.00,0.00,0.00,30000.00,0.00,0.00,0.00,,47H,94194T,94
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB DEBT SERVICE FUND, SERIES 2018-A",INTEREST EXPENSE,0.00,5464875.00,0.00,0.00,0.00,0.00,0.00,0.00,-5464875.00,,W89,508210,50
2021,WATER AND POWER,WS RB 2009 SERIES C BOND SERVC,INTEREST EXPENSE,0.00,20010017.92,0.00,0.00,0.00,0.00,0.00,0.00,-20010017.92,,M9H,988210,98
2021,CULTURAL AFFAIRS,CULTURAL AFFAIRS GRANT,THE BIG READ FY20/21,0.00,,12000.00,0.00,0.00,12000.00,0.00,0.00,12000.00,,337,30274T,30
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,DCT BLOWER AIR CLEANUP SYSTEM,0.00,,1436982.21,0.00,0.00,1436982.21,0.00,0.00,1436982.21,,70W,50TJD2,50
2021,CULTURAL AFFAIRS,ARTS DEVELOPMENT FEE TRUST FND,LANDSIDE ACCESS MODERNIZATION PROGRAM,0.00,,2632191.30,0.00,0.00,2632191.30,0.00,0.00,2632191.30,,516,30TLAM,30
2021,CITY ADMINISTRATIVE OFFICER,901 OLYMPIC NORTH HOTEL TRUST FUND,HOTEL DEVELOPMENT INCENTIVE PAYMENT,3860000.00,438177.74,0.00,0.00,0.00,3860000.00,0.00,0.00,3421822.26,,56N,10T957,10
2021,CITY ATTORNEY,CITY ATTORNEY GRANTS,INFORMATION TECHNOLOGY AGENCY,0.00,40040.00,40040.00,0.00,0.00,40040.00,0.00,0.00,0.00,,368,12T132,12
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,HOMELESS EMERGENCY AID PROGRAM GRANT FUND,DWC HEALTH AND WELLNESS PROGRAM,0.00,,200000.00,0.00,0.00,200000.00,200000.00,0.00,0.00,,60P,43TA37,43
2021,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,ALLEY PAVING,3000000.00,,-3000000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,59C,94TV01,94
2021,CITY ADMINISTRATIVE OFFICER,COVID-19 FEDERAL RELIEF FUND,AGING,0.00,5638342.00,5638342.00,0.00,0.00,5638342.00,0.00,0.00,0.00,,63M,10T102,10
2021,CITY CLERK,COUNCIL DIST11 REAL PROP TRUST,COUNCIL,0.00,125892.00,125892.00,0.00,0.00,125892.00,0.00,0.00,0.00,,693,14T128,14
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COVID-19 FEDERAL RELIEF FUND,ERAS CALL CENTER AND OUTREACH CONTRACTS,0.00,829770.78,866908.00,0.00,0.00,866908.00,36951.63,0.00,185.59,,63M,43T984,43
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,ECONOMIC DEVELOPMENT TRUST FUND,ENTERPRISE ZONE TAX CREDIT VOUCHER,0.00,622000.00,622000.00,0.00,0.00,622000.00,0.00,0.00,0.00,,62L,22T48L,22
2021,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,BICYCLE PATH MAINTENANCE,613000.00,,-613000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,540,94T992,94
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,OCEANFRONT WALK AT VENICE BEACH,0.00,,250000.00,0.00,0.00,250000.00,0.00,0.00,250000.00,SPECIAL,59V,50TVFV,50
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COMMUNITY SER BL GRANT TRUST,CARES ADMINISTRATIVE RESERVE,0.00,,672595.00,0.00,0.00,672595.00,0.00,0.00,672595.00,,428,43T501,43
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",NOS REHAB U-13 FORNEY TO DUVAL,0.00,2115427.67,2115427.67,0.00,0.00,2115427.67,0.00,0.00,0.00,,75R,50TACB,50
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,"GOB SERIES 2018-A (TAXABLE), PROP HHH CONSTRUCTION FUND",VA BUILDING 207,0.00,,1032500.00,0.00,0.00,1032500.00,1032500.00,0.00,0.00,,17C,43TA16,43
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SPECIAL GAS TAX ST IMPROV,CONTINGENCY,500000.00,,-500000.00,0.00,0.00,0.00,0.00,0.00,0.00,,206,50T5CT,50
2021,MAYOR,FY2020 LPDM FUND,REIMBURSEMENT OF GENERAL FUND COSTS,0.00,,5862.53,0.00,0.00,5862.53,0.00,0.00,5862.53,,63R,46T299,46
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COVID-19 FEDERAL RELIEF FUND,ERAS FAMILY SOURCE CENTER CONTRACTS,0.00,1000000.00,1000000.00,0.00,0.00,1000000.00,0.00,0.00,0.00,,63M,43T982,43
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,LAG MAINTENANCE BUILDING LOCKER ROOM IMPROVEMENT,734000.00,16619.00,-503516.74,0.00,0.00,230483.26,3381.00,0.00,210483.26,,70W,50TEC5,50
2021,CITY PLANNING,PLANNING CASE PROCESSING SPREV,CITY ADMINISTRATIVE OFFICER,64611.00,48458.25,0.00,0.00,0.00,64611.00,0.00,0.00,16152.75,,52D,68110T,68
2021,NON-DEPARTMENTAL - UNAPPROPRIATED BALANCE,GENERAL FUND (GENERAL BUDGET),FIRE STANDARDS OF COVER ANALYSIS,0.00,,0.00,200000.00,200000.00,0.00,0.00,0.00,0.00,SPECIAL,100,580290,58
2021,WATER AND POWER,D17-02080 99TH STREET WELLS AMMONIATION STATION DEBT SVC,INTEREST EXPENSE,0.00,67896.22,0.00,0.00,0.00,0.00,0.00,0.00,-67896.22,,M2F,988210,98
2021,MAYOR,FY16 JUSTICE ASSISTANCE GRANT FUND,REIMBURSEMENT OF GENERAL FUND COSTS,0.00,6555.96,6555.96,0.00,0.00,6555.96,0.00,0.00,0.00,,58W,46T299,46
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,ARLINGTON AVENUE SEWER STREET REHABILITATION,5717000.00,,-5717000.00,0.00,0.00,0.00,0.00,0.00,0.00,,70W,50TASR,50
2021,MAYOR,FY20 CORONAVIRUS EMERGENCY SUPPLEMENTAL FUND,POLICE,0.00,,2499816.00,0.00,0.00,2499816.00,0.00,0.00,2499816.00,,63W,46T170,46
2021,POLICE,BSCC FY 2019 MENTAL HEALTH TRAINING GRANT FUND,POLICE,0.00,38699.00,116100.00,0.00,0.00,116100.00,0.00,0.00,77401.00,,63A,70T170,70
2021,CITY ADMINISTRATIVE OFFICER,METROPOLIS HOTEL PROJECT TRUST FUND,HOTEL DEVELOPMENT INCENTIVE PAYMENT,3360000.00,710174.64,0.00,0.00,0.00,3360000.00,0.00,0.00,2649825.36,,57J,10T957,10
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",DCT INFLUENT & EFFLUENT FLOW MONITORING INFRASTRUCTURE,1176000.00,,-1176000.00,0.00,0.00,0.00,0.00,0.00,0.00,,75R,50TJHH,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER B CONST FND,ENTERPRISE STREET SIPHON MODIFICATION,0.00,,3000000.00,0.00,0.00,3000000.00,0.00,0.00,3000000.00,,70X,50TA3F,50
2021,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,PEDESTRIAN PLAN/PROGRAM,1300000.00,,-1300000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,51Q,94T487,94
2021,CULTURAL AFFAIRS,GENERAL FUND (GENERAL BUDGET),MUSIC LA,40000.00,2140.00,0.00,0.00,0.00,40000.00,1860.00,0.00,36000.00,SPECIAL,100,009836,30
2021,OFFICE OF FINANCE,"GOB SERIES 2017-A (TAXABLE), DEBT SERVICE FUND",GOB SER - INTEREST,2287508.00,2287507.50,0.00,0.00,0.00,2287508.00,0.00,0.00,0.50,,A73,398210,39
2021,CITY ADMINISTRATIVE OFFICER,COVID-19 FEDERAL RELIEF FUND,GENERAL SERVICES,0.00,77500.00,139000.00,0.00,0.00,139000.00,0.00,0.00,61500.00,,63M,10T140,10
2021,NON-DEPARTMENTAL - GENERAL CITY PURPOSES,GENERAL FUND (GENERAL BUDGET),SAN FERNANDO VALLEY COUNCIL OF GOVERNMENTS,31500.00,35000.00,0.00,7000.00,3500.00,35000.00,0.00,0.00,0.00,SPECIAL,100,000268,56
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,US TREASURY EMERGENCY RENTAL ASSISTANCE FUND,EVICTION DEFENSE ERAP STATE,0.00,,1500000.00,0.00,0.00,1500000.00,0.00,0.00,1500000.00,,64D,43TA51,43
2021,CITY ADMINISTRATIVE OFFICER,COVID-19 FEDERAL RELIEF FUND,MEASURE M LOCAL RETURN SPECIAL FUND,0.00,1684290.20,1684290.20,0.00,0.00,1684290.20,0.00,0.00,0.00,,63M,10T59C,10
2021,RECREATION AND PARKS - SPECIAL ACCOUNTS,MEASURE A PROJECTS AND PROGRAMS FUND,VENICE BEACH - ROSE AVE SITE,0.00,,448600.00,0.00,0.00,448600.00,0.00,0.00,448600.00,,63T,89THHS,89
2021,NON-DEPARTMENTAL - GENERAL,RESERVE,AVAILABLE - MAYOR,0.00,7334705.48,0.00,0.00,0.00,0.00,0.00,0.00,-7334705.48,,101,621046,62
2021,NEIGHBORHOOD EMPOWERMENT,DEPT OF NEIGHBORHOOD EMPOWERE,EMPOWER LA AWARDS - CD10 REDEVELOPMENT PROJECT,10000.00,,-10000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,44B,47T226,47
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",HWRP CENTRAL STORM DRAIN REROUTING,1346000.00,,-1346000.00,0.00,0.00,0.00,0.00,0.00,0.00,,75R,50TDW8,50
2021,RECREATION AND PARKS - SPECIAL ACCOUNTS,MEASURE A PROJECTS AND PROGRAMS FUND,ECHO PARK RECREATION CENTER,0.00,,430000.00,0.00,0.00,430000.00,0.00,0.00,430000.00,,63T,89THHK,89
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,DOJ SECOND CHANCE ACT,ECONOMIC AND WORKFORCE DEVELOPMENT,0.00,,41114.00,0.00,0.00,41114.00,0.00,0.00,41114.00,,56T,22T122,22
2021,RECREATION AND PARKS,RECREATION AND PARKS,LEASING,103004.00,15232.50,0.00,0.00,0.00,103004.00,0.00,0.00,87771.50,EXPENSES,302,006030,88
2021,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,OPEN STREETS PROGRAM,500000.00,,-500000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,59C,94TD10,94
2021,CITY CLERK,COUNCIL DIST 4 REAL PROP TRUST,COUNCIL,0.00,8080.00,8080.00,0.00,0.00,8080.00,0.00,0.00,0.00,,686,14T128,14
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,FEDERAL EMERGENCY SHELTER GRNT,ESG-COVID LAHSA ADMINISTRATION,0.00,5500682.00,5500682.00,0.00,0.00,5500682.00,0.00,0.00,0.00,,517,43T0CV,43
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,NORMANDIE RECREATION CENTER SYNTHETIC MEADOW 44TH PY,0.00,248095.03,248095.03,0.00,0.00,248095.03,0.00,0.00,0.00,,205,88TCHE,88
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,TRANSIT ORIENTED DEVELOPMENT (TOD) PLANNING GRANT,REIMBURSEMENT OF GENERAL FUND COSTS,0.00,,41636.00,0.00,0.00,41636.00,0.00,0.00,41636.00,,60N,22T299,22
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WSSRB DEBT SERV REF 2012-C,INTEREST EXPENSE,0.00,2807000.00,0.00,0.00,0.00,0.00,0.00,0.00,-2807000.00,,W75,508210,50
2021,AGING,HEALTH INS COUNS ADV (HICAP),HICAP 12 MONTH,0.00,358247.00,389145.00,0.00,0.00,389145.00,30898.00,0.00,0.00,,47Y,02TD12,2
2021,CULTURAL AFFAIRS,ARTS AND CULTURAL FACIL & SERV,REIMBURSEMENT OF GENERAL FUND COSTS,8272533.00,4136266.50,0.00,0.00,0.00,8272533.00,0.00,0.00,4136266.50,,480,30T299,30
2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,GRANADA HILLS SOUTH NEIGHBORHOOD COUNCIL,0.00,24000.00,32000.00,0.00,0.00,32000.00,0.00,0.00,8000.00,,59B,141226,14
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,TUJUNGA/STRATHERN/FAIR STREET/SIDEWALK PROJECT,0.00,,1200000.00,0.00,0.00,1200000.00,0.00,0.00,1200000.00,SPECIAL,59V,50TKGJ,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,3RD ST TUNNEL SAFETY MAINTENANCE AND CLEANING,63675.00,36302.00,-27373.00,0.00,0.00,36302.00,0.00,0.00,0.00,,59V,50TKFD,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STREET FURNITURE REVENUE FUND,COUNCIL DISTRICT - 09,0.00,,129157.09,0.00,0.00,129157.09,0.00,0.00,129157.09,,43D,50T09D,50
